,text,score
502,그쪽 배달실수때문에 몇시간을 날렸는데도 보상하나 없고 메크로식 답변만 있는 최악의 어플입니다👍,1
503,얼마 이상 써야지 사용가능한 쿠폰은 잘 쓰지도 못하고 더 비싸게 주문하도록 유도하는걸로 밖에 안 보이네요,2
504,얼마전 업데이트한후부터 앱이 실행이 아얘안되서 못시켜먹고있거든요;; 되다 안되다해요. 저희집 인터넷이 문제라기엔 이 앱말고 다른앱은 다 되서요. 뭐가 문젤까요? 메인화면도 안보이고 흰바탕에 로고만뜬채 멈춰요.,1
505,배달비 진짜 선넘네. 그렇다고 요기요처럼 패스가 있는것도 아니고 할인쿠폰을 주는것도 아니고 본인들이 백화점인지 아는지 2만원이상결제시 할인쿠폰사용은 선넘는다고 생각하지 않나요? 왜 앱별점이 낮고 고객들이 이용을 주저하는지 본인들만 모르고있습니다. 배달비는 가맹점에서 책정한다는데 야부리도 적당히 털어야죠 알사람은 다 알아요. 배달비를 가맹점에서 일부 고객이 일부 낸다는거. 당신들이 배달비를 미친듯이 올리니 가맹점도 고객도 내는 비용이 많아지지 본인들 문제를 가맹점에게 떠넘기지마세요.,1
506,"편리하게 잘 사용하고 있는데, 요즘 팝업을 터치하면 바로 앱으로 연결이 안되는 오류가 빈번하네요. 해결 부탁드립니다.",4
507,"오배송이 되어서 늦게나마 잘못 배송된거 어찌저찌 찾아서 식은 음식 먹었습니다. 이후 배달이 제대로 이행되지 않았으니 배달팁 환불을 요구했으나, 지속적으로 내부 규정상 부분환불이 안된다고 도움드리기 어렵다는 응대.. 내부 규정이 뭔지는 모르겠고 배달서비스 앱에서 서비스가 잘못되었으면 해당 서비스 금액은 환불해줘야 하는게 맞지 않나 싶습니다. 다시는 배달의 민족 사용하지 않을건데 쿠폰 주고 자기들은 보상 다했다는 식.. 배달팁 환불이 안되는 이유를 여쭤봤으나 내부적인 이유로 안내드리기 어렵다? 배달팁은 받아가, 보상은 내부적인 사정으로 못해.. 너무 답답하고.. 배달의민족이란 서비스가 이렇게 운영되고 있는데 개돼지처럼 배달팁 더 내고 음식 시켜먹은게 점점 후회가 됩니다. 장사 잘하시고요 번창하세요.",1
508,배달비 때문에 어플 보다가도 끄게 되네요 덕분에 식욕도 떨어지고 살도 빠지고 좋네요 하하하ㅋㅋ,5
509,배달1은 무슨 배달요금이 택시요금보다 비싼데 서비슨 개판인가요? 가격이 그만큼 비싸면 그만한 서비스가 되야되는거 아닌가요?,1
510,"요즘 모든 쿠폰과 이벤트가 소용없어짐. 배민1 주문의 경우 배달비가 늘어나면서 음식값이 줄어들었는데 쿠폰들이 죄다 2만원 이상 음식일때만 사용 가능함; 쿠폰값 맞춰서 사용할 수도 없고, 매월 가장 높은 VIP등급 받아도 쓸 일 없으니 아까움...; 차라리 배달값 포함 2만원으로 바꿔보시길..",1
511,이벤트한다고 카드사 이력 조회해서 혜택주는데 코드 잘못짠듯. 오류라고 얘기해줘도 고칠생각없음.,1
512,이번에 뭘 동의 하라고 창 뜨고 선택사항 2개가 떠서 불필요 하여 선택을 하지 않고 동의하기 눌렀는데 첫 화면에서 넘어가 지지 않네요 이러면 강제 라고 하지 왜 선택이라고 적었을까요 빠른답변 바랍니다.,1
513,중복된 가게 졸라많이떠서 가게찾기힘듦. 이용할때 꼬왔던가게 밴기능 추가필요.,1
514,리뷰작성 해야하는데 뭔 네트워크가 연결되지 않았다고 하면서 와이파이랑 데이터를 연결하라고 하고 그동안 주문했던 내용도 안뜨네요 이거 어찌해야 하나요,1
515,앱 들어가서 다시 로그인 할려고하는데 처음에 네이버로그인 들어갔다가 회원가입란이 나오더라구요 그래서 정보기입하고 진행하고 네이버 아이디 있다고 떠서 다시 로그인 눌렀는데 회원가입으로 다시 떠요.. 뺑뺑이 돌고있는데 어떻게 조치안될까요..? 이대로면 비회원으로 주문해야할거같은데 ㅠ,3
516,기존엔 카드결재에서 카드 입력해 놓으면 계속사용이 가능했는데 지금은 매번 카드 번호를 입력해야 해서 귀찮네요,2
517,그냥 짜장이랑 스페셜 짜장 있길래 스페셜 시켰는데 못먹는 식재료가 많이 들어있어서 입도 못대고 버렸습니다. 알러지 있는 사람들을 위해서라도 주의 식재료 포함 여부정도는 의무 표기 제도를 도입하면 좋을것 같아요.,1
518,"수저, 밑반찬 제공여부의 기본 설정을 바꿀 수 있으면 좋겠습니다.... 수저는 자주 써도 밑반찬은 필요하지 않은 사람도 있을 거고 그 반대인 사람도 있을 텐데 기본 설정을 바꿀 수 없다는 건 좀 불편하네요",3
519,수저 X가 왜 기본 체크 되어 있죠? 이거 때문에 뒤에서 내역 확인 하다 다시 주문하니 수저X 체크 돼서 수저 없이 밥 먹을뻔 했습니다. 이 부분은 수정 해주셨으면 좋겠습니다.,1
520,장바구니에서 배달주문하기 버튼누르면 하얀공백화면만 계속뜨고 아무반응이없어요 앱삭제하고 다시깔고 재부팅해도 안되네요 여태까지 아무문제없다가 갑자기저런오류..,3
521,아니ㅋㅋ 핸드폰안좋다고업데이트안된다고하는사람 니가핸드폰을바꿔 똥폰쓰지말고 배달비비싼거 빼고 문제없어요,5
522,배민1 자주 이용하다가 늦게 배송한번 받았는데. 진짜 일처리가 아쉽네요. 배민1으로 주문하면 배달비 추가로 내는 입장에서 1분이라도 늦는다는건 늦은거라 자체가 좀 많이 짜증납니다. 상담원도 너무 바빠서 약속의 의미로 준다던 쿠폰 까먹으시더라구요. 상담원은 5분넘게 늦게 답해도되고 소비자는 5분넘게 늦으면 상담이 종료가 되는 시스템도 어이가 없구요. 기분이 나쁘게 하려고 작정하고 상담원 쓰는것 같습니다. 그냥 배민1으로 배달했을때 늦으면 일반 배달보다 추가로 낸 배달비는 환불해주는 공약하나면 신뢰 할수있을 것 같은데 기업 입장에서는 손해보기 싫겠죠?,1
523,리뷰알람 눌렀을때 앱 자동 연동이 안되네요.,4
524,아니.. 배민 검색을 하고 싶은데 타자 2번만 누르면 검색이 자체가 안돼요.. 그래서 삭제하고 다시 깔았는데도 이러니.. 이상하네요,1
525,이제 배달비가 기본 3천 에 별도 배달비 천원에서 이천원.. 너무 비쌈 이제 배달보다는 사먹는게 답입니다. 업체는 하락보다 금액올리는게 우선같고 손절이 능지상승인듯,2
526,리뷰 추천순 갑자기 뭐임 추천순으로 안보고 싶은데 최신순으로 돌려놔도 자동으로 계속 추천순부터 뜨네요 설정에서 바꿀 수라도 있게 해주세요;;,2
527,지방 사업장입니다 요즘처럼 눈이내리면 배달불가한 지역이 생깁니다 공지사항에올려도 주문자가 바로볼수없어서 불편해요 공지사항인데 그걸보려고 다른페이지로 넘어가는 사용자는 없을듯 합니다 공지사항은 첫회면에 나와야된다고 생각듭니다,4
528,배민상품권 등록놧는데 유효기간끝나 날림 이런거나 알림해주지 쓸데없는 마케팅알림이나 보내시고 내 잘못이긴하나 이런거 챙겨줫음하네요,1
529,"진짜 다 좋은데 사람들이 작성한 리뷰에 해당 음식 리뷰만 볼 수 있게 검색하는 기능이 있었으면 좋겠어요. 저는 ""이 음식""이 먹고싶어서 처음시켜먹는 거니까 평을 보려고 리뷰란에 들어갔는데 아무리 내려도 다른 음식 리뷰만 뜨고 한 20개 넘기면 내가 찾던 음식 1개 나오니까 너무 불편해요ㅠㅠ 이거 빼고는 괜찮습니다.",5
530,"리뷰에 최신순이 아니라 추천순으로 바꼈네요.ㅜㅜ 추천순으로 하면 고객들이 잘 모르고 추천순으로 뜬 좋은리뷰만보고 음식을 잘못시킬수있어서 아주별로인것같아요. 방금전 저도 음식을 시켜먹었는데 이 매장에 오늘,어제 리뷰가 아닌 이번주, 지난주 이런 리뷰가 있었지만 리뷰가 좋길래 추천순인걸모르고 음식시켰다가 돈만 5만원 버렸네요. 정말 화나네요. 최신순 볼려면 일일이 눌러확인해야하고 참 번거럽게 바꼈네요. 친구들도 다 불만이네요.휴~~~~~~~~",1
531,80분 걸린다길래 주문취소 하려고 주문내역에 들어가면 계속 최신 정보를 불러오지 못했다고만 로딩반복. 로딩 이미지는 깨져서 나오고 안정적인 네트워크 상황 하에서 새로고침을 눌러도 무한로딩이고 심지어 지금 진행중인 주문내역 정보조차 정확하지 않음. 코로나 때문에 서버가 불안정한건지 뭔지는 모르겠으나 결국엔 취소 못하고 꼼짝없이 기다려 먹게됐네요.,1
532,앱에접속하면계속업데이트를받으라고뜨는데받으려누르면업데이트가안되네요,1
533,24일 부터 30일 까지의 쿠폰을 왜 29일 발송 하시는 건가요? 쿠폰 왔대서 기쁜마음에 들어 갔다가 사용기간 보고 절제할 수 있었어요. 감사합니다. 이번 달 지출은 더 없겠네요.,4
534,결제수단을 카카오페이로 계속 이용중이었는데 업데이트하고 어느순간부터 결제수단이 신용/체크카드로 바껴있어 다시 카카오페이로 변경해서 결제하였으나 나중에 또보면 계속 신용/체크로 바껴있어 너무 번거로워졌습니다,3
535,지난번에 말씀드린 렉이 깔끔히 사라졌네요! 역시 고객의 목소리를 항상듣고 개선하는 배민입니다!! 앞으로도 다른 플랫폼 안쓰고 계속 배민만 쓸게요! 감사합니다!,5
536,함께 주문하기 기능을 처음으로 사용해봤는데 결제자 변경이 계속 안되더라구요. 제가 가족 구성원으로 파티를 만드려고 해도 초대코드가 있어야 되구요. 선택은 제가 주로 하고 결제자는 다른데 이런 경우를 배려해서 기능 개선 좀 해주세요,3
537,폰에서 검색후 상하 스크롤 하는데 자꾸 옆쪽으로 가지네요. 그리고 긴 페이지에서 위로가기 버튼이 없어 불편해요.,4
538,폰바꾸면 무조건 탈퇴하고 재가입해야하는 시스템 부터 바꾸세요.신청서는 개뿔 답정너인가? 무조건 탈퇴하고 재가입해야하는게 말이되나,1
539,잘썼습니다 배달팁 볼때마다 승질나서 그만 쓸람니다,1
540,다좋은데 포장 주문할때 포장은 만나서 결재가 없어서 약간 불편해여,5
541,띄어쓰기를 하려고 하면 글씨가 지워져요. 리뷰쓸때 너무 불편하네요.,1
542,금요일에주말때놀러가서먹을음식을알수있어서근데배달비가있어서배달시킬땐,3
543,첫주문하면 만원쿠폰 준다길래 다운받고 했는데 쿠폰함에 만원쿠폰이 없어 사용 못하네요...,2
544,진짜로 요기요처럼 카톡으로 로그인할 수 있게 해주세요. 로그인하고 주문하는 게 너무 힘들어요.,1
545,ㅋㅋㅋ 리뷰 가관이네ㅋ 식당 잘못을 여기다 쓰고 자빠졌어... 지능들 참.. 다름이 아니라 배달현황 누르면 로딩만 뜨다가 화면을 불러오지 못했다고 합니다 다시시도해도 마찬가지네요 확인 바랍니다,3
546,뭐 먹고싶을때 안나가는건 좋은데 평소쓰는카드 번호나 그런거를 정확히썼는데 틀렸다면서 이젠 못쓰더라고요ㅋㅋ 에런가요? 다른카드가있어섶괜찮긴한데 그 카드 배달의민족에서 다시쓸수있는법은 없나요? 귀찮을때 밖에 안나가도 된단점은 아주 좋네요~. 아 방금 나머지 카드도 막혔어요 제발 다시쓸수있는방법알려주세요,2
547,ㅋㅋㅋ 잘되면 감사하고 더 많은 서비스를 줘야지 고객들 호구로보다가 코로나랑 배달회사랑 같이 폭락했네요ㅎㅎ 꼴좋다,1
548,갈수록 어플이 불편해지네요 자잘한 오류도많고 쩝...,1
549,아니 로그인 할려는데 계속 페이스북 로그인 할려면 회원가입 창 뜨고 본인인증하면 아이디 있다고 또 페이스북 로그인 하러 가라하고 계속 회원가입창 떠서 로그인을 못해요,1
550,배달비와 식비가 많이 오른만큼 전에 진행했던 오케이캐쉬백이나 h포인트 결재시에 사용할수있게 해주면 좋겠어요,3
551,배달취소 같은경우는 카톡이 아니라 전화를 해줘야하는거 아닌가요 한참 기다리다 안와서 확인하니 취소 카톡 와있네요 너무 빡치네요 증말 재고 소진이면 미리 써놓던가 왜 안써놔서 시키게 만들고 또 보통 재고소진이면 고객한테 전화해서 사정 설명하고 다른 메뉴로 바꾸는걸 권유 해야하는거 아닙니까 해당 매장도 문제 있는데 이게 메뉴얼이라면 좀 바꿔 보세요 또또 배달취소 개같네 진짜,1
552,"갈수록 배달 기사들 일 대충 하는 것 같은데, 피드백도 안 되고 답도 없네요 ㅎㅎ. 안에 국물 새고, 다른 데다 배달 했는데 전화로 잘못했다고 하면 끝이나 다시 배달해주던가 해야지. 뭐 답도 없네요",2
553,요즘 어플 주문 진행속도가 늦습니다. 저만 이런가요? 노트10+ 쓰구여 전에는 주문에서 결재완료까지 느리게 해도 15초 정도 였다면 지금은 거의 1분이라는 시간이 걸리네요.,1
554,오랜만에 들어갔더니 앱이 이것저것 붙어서 엄청 무거워지고 디자인도 좀 정신없어졌어용!! 예전에는 장바구니에서 가게이름 누르면 바로 그 가게로 간것같은데 지금은 메뉴 더 담기 눌러야 그 가게로 가서 불편해용!!,3
555,영업시간 끝났는데 가게 오픈 상태로 해놓고 모든 메뉴 품절로 해놓는 편법 쓰는 가게들 제재할 수 있는 방법 만들어주시면 좋겠습니다. 검색하는데 더 시간 소요되고 불편해요.,3
556,유명하면 뭘함 돈을 그만큼 벌면 기능 개선을 좀 해야지 진짜 구닥다리 시스템 맨날천날 건의해서 부서전달 매크로 답변달고 1도 안나아짐... 별점 좀 보세요,1
557,"음식 하나 시키는데 우리나라 앱들은 1) 국내 번호 필요함. 번호 인증 필수 2) 카드 결제선택시 또 다른 은행앱을 깔고 인증을 한 3번정도 더 해야함... 해외카드로 결제수단은 아예없고 왜 현금결제 옵션도 없나요... 음식하나 시켜먹는데 이렇게 복잡한 나라 우리나라 밖에없습니다 IT강국은 무슨... 왜 핸드폰 번호 인증, 카드인증등 불편하게 스탭이 많나요 앱 사용중에도 UI/UX, front-end 쪽으로도 다 너무 짜증나고 결국 저녁도 못시켜먹음 하... 외국거주자는 방법이 없네요 왜 해외카드는 결제가 안되나요....",1
558,최근 배달비를 추가로 요구하는 가게가 많아 그럴바에 배달비 표시를 정확히 해달라는 건의를 했으나 전혀 개선의지가 없음. 답변은 그냥 귀찮은 이상한 사람 취급. 점유율 높으니 배 째라는 식. 타 앱에 비해 주문 비용 높고 쿠폰도 뿌리는 척 하지만 이런 저런 조건 따져보면 딱히 할인 되지도 않음 소비자를 호구만들고 있다는 생각만 듬.,1
559,앱 지웠어요. 배달 너무 비싸고 이대론 안되겠다 싶어서...,2
560,주문 예상시간 왜 자꾸 바뀌나요? 배민1 같은 경우에는 배달시간이 빠르게 표기 되어서 시키는 것도 있는데 어느새부터 배달시간 말도없이 바뀌고 사용성이 너무 불편하네요. 이러면 배달팁 뭐하러 비싸게 주고 배민1 시켜요...,2
561,잘쓰고있다가 오늘 햄버거시켜먹을려고 앱 들어갔는데 갑자기 검색에 두근두근뜨더니 화면을 불러오지못했다는데 어떻게된건지 알수있나요?,3
562,아니 다크모드 적용댔었는데 갑자기안대네요 너무불편합니다 앱을보기가 시러짐 다크모드해결좀 하세여,1
563,이동수단변경 어떻게하는거죠? 지금자동차로 되어있는데 자전거로바꾸려고하는데 아무리찾아도 없네요,5
564,광고 하는건 상관 없지만 가족사진 이벤트 같은 사기성 광고는 하지마세요. 배민 이미지만 나빠집니다,1
565,로그인이 안돼요 회원가입 다시하고 싶은데 이미 계정이 있다고 안된다고 뜨고 로그인할려하면 휴먼계정이라고 뜨고 어떻게 해야할까요 이거 몇번이나 시도했는데 로그인안된다고 반복뜨고 짜증나서 못쓰겠네요.,1
566,메뉴판에 (예 : 안서동 3000원) 이라는 메뉴가 있고 배달비는 3500원임ㅋㅋㅋㅋ 기숙사에서 배달 시켜 먹으려면 6500원 내고 시켜먹음. 이럴거면 배달비를 걍 6500원으로 쳐 하든가. 대학교 주소가 포함된 동만 위에 예시처럼 배달비를 추가하도록 만들어 놓음. 안하면 배달원이 와서 음식 안주고 돈 받아감. 수수료를 줄여야 할거다.,1
567,여러분들~배민원말고 배민으로 주문하세요.. 한집만 빠르게는 개뿔 2키로를 20분이 넘어도 안옵니다. 매장 자체에선 취소도안되고 배차는 한시간이 넘게 걸리고 취소요청하려 고객센터에 전화를 30분이상 붙잡아야 겨우 연결되네요.,1
568,시간을 절약하고 편리를위한 배달앱이지만 배민은 정확하게 반대의경험을 제공합니다 본인이 요즘 너무행복해서 불쾌해지고 싶다면 추천드립니다,1
569,갑자기 9시 부터 12시까지 만 영업된다구요?? 배민 충전된거 다쓰면 앱 절대 안씁니다,1
570,쿠폰 다 쓰지도 못하는데 매일 천원씩 줄거면 한 번 사용할때 갯수 한정으로 정해서 중복으로 쓰게 해주세요 배달팁 값도 안돼요,4
571,배달 예정시간을 한시간 넘어도 조치 없음 독점이라그런가 지들 맘대로임 배달 안된것도 완료 뜸 지멋대로임,1
572,첫 화면에서 넘어가는게 너무 오래걸려요 속터져요,2
573,"앱 서비스 상태 최악, 연결상태 불안정 문구만 4일째, 로그인도 안됌, 로그인 안되니까 대면 결제도 안됌. ㅋㅋㅋ 진짜 레전드 걍 때려쳐라",1
574,배달 2시간 걸리고 고객센터에 전화했더니 일단 배달 받았으면 뭐 해줄수있는게 없다면서 그낭 끝.,1
575,언제부턴가 이전 결제방식 자동저장 기능이 없어졌네요. 자주 주문하는 입장에선 많이 불편합니다.,4
576,선물하기 할때 조심하세요. 선물 메세지가 카톡으로 왔는데 선물 등록하기전에 실수로 삭제햇거든요. 그래서 고객센터에 전화해서 선물 등록 어케해야되냐고 물어봤더니 선물 보낸사람한테 다시 보내달라고 말하라고 합디다. 어려운 분한테 받은건데 어케 다시달라고 해요? 어이가 없어가지고. 전 요기요로 갈아탑니다,1
577,찜해놓은 가게가 몇개가 안보이네요. 오래되서 그런건지... 아무리 눈 씻고 찾아봐도 찜목록에서는 안보여서 제가 검색창에 직접 영업점 이름치고 들어가면 찜을 해놓았다고 하트가 눌려져있어요. 그래서 다시 찜목록 들어가서 찾아보면 없고..,2
578,다신이용안함 절대 여기이용하지마세요 배달어플 좋은데 많습니다. 최악입니다 10시주문해서 12시30분이 넘도록 안와서 고객센터 전화 절대 안받음 배민1은 한번 시키면 취소도안됨 고객센터 전화안받으면 그냥 끝임. 절대적인 어플임,1
579,오모나..ㅎㅎ 회원가입 이메일 인증번호가 안와요~ 7번 정도 해봤는데 왜이러지ㅎㅎㅎㅎ 사용도 못해보고 빠꾸인가,2
580,"허위리뷰 모니터링 강화한건 좋은데 주관적으로 판단하면서 소명자료는 객관적으로 요구하는게 앞 뒤가 좀 안맞는것 같고 관련해 구체적으로 답변을 듣고싶어 회신메일, 대표메일로 문의 드렸으나 콜센터 안내만 해주시네요 콜센터에 문의를 안해본것도 아니며 콜센터에선 해당 부서 관련 내용 전달만 가능하고 답변이 어렵다고 합니다 이 관련 문의는 누구한테 해야할까요? 기준을 알고싶고 리뷰 남기다 또 허위리뷰로 작성제한될까 무섭습니다 답변 부탁드리겠습니다 맛있는걸 맛있다고하지 뭐라할까요 또 별점 다섯개만 줘도 차단될까봐 두렵습니다 갑질 당한 기분입니다....",1
581,본인들..이익보는건..점점..많아지면서..자꾸주기적으로..앱접속이..아예안되고..계속..다운되고..지웠다가..다시..깔아야만..되는걸..수백번..반복해야만..쓸수있는..최악의어플..이런버그는..아예..고치질않네요;;,1
582,아니 업데이트 하고나서는 라이더에게 요청사항이 저장이 안되네요 매번 새로 작성하기 짜증납니다. 업데이트를 하고 더 불편해지면 어쩌자는 건가요?,1
583,연결 상태가 일시적으로 불안합니다 라고만 뜨네요. 로그인도 안되고 껏다켜도 안되고 앱을 삭제하고 다시 설치해도 저 문구만 뜨네요..,1
584,업데이트 오늘도 하라고 알림 왔는데요 매번 할때마다 업데이트 내용은 없이 업데이트만 하네오 할때마다 업데이트 내용좀 알려주세요 다좋은데 내용이 없어 별2개,2
585,제 주문내역과 리뷰내역 내에서 검색기능 있으면 좋겠습니다,5
586,"최신버전 업데이트 했더니 ""찜"" 목록에 광고 끼워넣고 완전 양아치네요. 진짜 맛집도 아니고 걍 광고비 낸 가게들이잖아요. 삭제하고 구버전으로 다시 설치합니다. 억지 광고 적당히 끼워 넣으십시오...!! 🤬😡👹",1
587,가게에 대한 리뷰뿐만 아니라 라이더에 대한 리뷰도 상세하게 쓸 수 있는 리뷰도 있어야한다고 생각합니다. 라이더가 너무 예의가 없고 어이가 없는데 할 수 있는건 배달 불만족 누르고 불친절 누르기밖에 없네요,3
588,배달비가 해도해도 너무합니다 1인분만 시키면 음식값이랑 비슷하네요..,1
589,등급올라서 받는 쿠폰도 이제는 2만원 이상이어야 천원 할인이 된다고 하니 실망스럽네요. 예전엔 잘만 써졌는데 여러번 이용해서 혜택을 준다는게 저런 방식이면 기분만 나쁘네요. 요즘 혼자 사는 사람이 많고 보통 그런 분들이 많이 시켜먹는건데 너무 많은 양을 시켜 먹으라고 등떠미는것처럼 느껴집니다. 다른 쿠폰들도 요즘은 최소 주문금액이 많이 비싸져서 받아도 사용도 못합니다. 받아봤자 쓰지도 못하는 쿠폰들만 쌓이네요.,1
590,새벽에 가능한 배달이 없으면 배너 못올리게해주세요 떡하니 운영중이라고 올려놓고 취소질하는 곳 많네요 장사안된다 징징대면서 새벽장사라도 않하는곳도많고 뭐하는건지,1
591,회원가입ㅋㅋ비번찾기 왜잇는거? 이미 아이디가 잇다고 신규가입도 안되고 아이디 비밀번호 찾기 인증문자 도안되고,1
592,포장주문도 지역화폐 사용할 수 있게 해주세요 배달주문 같은 경우는 만나서 결제하기로 사용할 수 있는데 포장주문은 무조건 선결제라 지역화폐 사용이 안됩니다,3
593,배달도 편하고 빨리 와서 좋은데 배달팁이 너무 비싸요,5
594,"잘 쓰고 있다가 갑자기 업데이트 아님 종료의 이지선다를 내놓고 정작 업데이트 하러 스토어 들어오면 제거, 열기 밖에 없어서 업데이트를 못 하네요. 제거하고 다시 설치해도 똑같네요. 갑자기 못 쓰게 하면 어떡합니까",2
595,"관리자님, 가게에 주문 넣고나서 가게에서 배달예상시간을 정해서 어플로 알려주면 주문자가 예상시간을 확인후 배달을 받을지 말지 정한후에 주문접수가 완료 됐으면 좋겠습니다. 기껏 메뉴랑 다 정해서 주문 넣었더니 예상시간이 너무 길어서 가게에 따로 전화해서 취소하지 않는이상 취소할수 없는 번거로움이 있습니다. 그래서 주문을 받고 준비해야하는 가게의 입장도 있기에 주문자의 일방적 취소가 아닌 위에서 적시한 것처럼 주문자가 예상시간을 확인후 배달을 진행할지 말지를 정한후에 주문접수가 완료되는 형태로 개선할순 없을까요?",4
596,배달원한테 주소가 이상하게 전달되질 않나 예전에는 페이방식이 자꾸 바뀌어서 다시 바꾸면 수저포크 비활성화 되어서 불편했는데 이번엔 배달원에게 전할 메세지가 자꾸 초기화 되네요,3
597,기능이 많아서 좋네요. 앞으로도 많이 사용 하겠습니다.,5
598,가면갈수록 배달비 및 가격 차이. 너무 비싸다.,1
599,Sd카드로 이동하면 언제부턴가 앱이 작동을 안해요. 용량넘쳐 사용을 못하겠어요.,1
600,앱 사용이 너무복잡하네요.결재방법도 힘들고,1
601,로그인이 안됩니다 계속 인증번호 요청도 안뜨고 아무것도 안뜸니다 진짜 이것좀 고쳐주세요 못쓰겠습니다,1
602,배민1 서비스 존재가치를 모르겠습니다. 배달기사들이 무책임하게 배달 중도 포기하거나 늦게 도착하면 가게에선 당연히 손 쓸 방법이 없고 고객센터에서는 죄송하단 말만 하고 음식은 1시간 넘어 간신히 도착하는데 이런 서비스를 왜 유지시키는지. 전에도 한번 이런적 있어서 배민1 무조건 거를려고 했는데 일반 배민 식당들로 들어가도 배민1이 자연스레 섞여있어서 실수로 사용하게 되네요.,1
603,배달팁이 기본 4000원이 넘어갑니다 장난하나요? 7000원인 곳도 있어요 물가 올라서 빠듯해 죽겠는데 이러면 누가 시킵니까? 치킨도 값이 올라서 1년 넘도록 못시켜먹고 있어요 그런데 4000원?4000원??? 외식만도 못하네요 무슨 고급 레스토랑도 아니도 밥 한끼 시켜먹는게 이리 부담스럽습니까? 편의점으로 때우는게 훨 낫습니다 제가 3000원도 가까스로 참았는데 4000원은 선 넘은거 같네요 배민 손절 고민 중입니다 돈독이 아무리 올랐다지만 이건 아니잖아요 진짜 뻔히 보이네요 배달은 줄여야겠습니다 그냥 편의점이 가성비가 더 좋습니다 배달 음식이 편의점 만도 못하다니 한심하네요 게다가 개선할 점 이야기 하면 이건 제공되지 않는다 뭐 이런식의 답변 아니면 노력하겠습니다 하고 개선이 하나도 안돼고 코로나로 돈 많이 벌어서 이런 말까지 하고 싶진 않은데 기고만장해졌네요 노력? 노력하는게 보여야 믿죠 말로만 하면 누가 믿어요 결과를 보여주란 말입니다 더 불편해지기만 하고 우릴 바보로 보나?,1
604,1. 앱 관련 불편사항 - 배달 전 기사님이 배달완료 상태로 전환할 수 없게 수정해주세요. 배달을 아직 받지 못했는데 앱에선 배달완료 상태로 전환되어있어 배송지 착오인줄 알고 가게에 전화했습니다. 가게에선 기사님이 배달 전에 배달 완료를 누르는 경우가 빈번하다고 합니다. 결국 배달은 계속 지연되고 가게에서도 확인을 해주지 않아 불편하게 음식을 기다려야 했습니다. 2. 배달 서비스 불편사항 - 배달기사님의 음식점 픽업 개수에 적절한 제한을 걸어주세요. 배달대란이긴 하지만 요즘 배달의 민족에서 시키는 대부분의 음식이 식어서 옵니다. 식당에서 주문이 밀려 배달이 오래걸리는 건 이해를 합니다. 하지만 보통 배달지연의 이유는 배달기사님이 배달지를 여러곳을 돌고 오셔서 지연되는 경우가 대부분 입니다. 소비자는 배달료를 지불을 하고 배달 서비스를 사는건데 요즘 그 질이 너무 안좋습니다. 확실히 개선이 필요해요.,1
605,다른건 다 좋은데 음식을 주문을하고도 라이더님께 요청사항을 변경가능하게 해줬으면 좋겠습니다,4
606,앱깔고 결제단계에서 대체 왜?! 자꾸실패가되는지 앱을 몇개를 깔고 인증을 몇번이나하고 40분을 실패 인증 타카드등록 별짓다하다가 결국 앱지우고 친구가대신 오더해줬는데 이후로 나도모르게 광고 동의했다고 문자가 계속옵니다 아 진짜 이 어플!! 시켜먹지도 못했는데 지우고도 꼬리가 긴 어플입니다 적어도 배민자체 카드등록도 제대로 되게해야지 카드등록에 잦은 오류가 생기는것도글쿠 카드 스캔 기능도 안되고 방문결제도 없어졌고 스팸 문자 스트레스!,1
607,간편하고 정확한 배달 어플이라 항상 배달 음식 시킬때 자주 이용합니다😊,5
608,작성했던 리뷰를 삭제하면 다시 맨위로 올라가는데 이거 수정안되나요?그리고 가게 재주문했던 기록도 리뷰쓸때 닉네임옆에 기제되면 좋겠어요.리뷰보고 주문할때도 자주있는데 극찬리뷰가 진짜인지 허위인지 알수있는게 주문할때 도움될듯합니다.,4
609,배달의 민족이 편하긴 하는데 가게 사장님이 짜증나는게 주문을 했다가 사람 열받게 취소 잘하시더라구요 준비중하고 있다가도 취소 하는 경우도 있어서 대게 그럴때 보면 사장님한테 따지고 싶고 리뷰도 안달고 싶어지는데 왼만해서 좀 불편하긴해요,1
610,지웟다가 다시깔앗는데 페북으로 로그인이안되요 무한로딩뜸,3
611,요기요보다 좋네요. 요기요는 배달안됏는데도 됏다고 그러고지우고 배민쓰고잇어요 ㅎㅎ,5
612,검색화면 좌우스와이프좀 막아주세요 스크롤이안되잖아요,1
613,카드 간편등록 안되어서 혜택 못받고 있는데 빠른 확인 바람,1
614,배민1 배달시키면 단건배달이라고 배달비는 더 비싼데 배달은 더느림 고객 가게 기사 다손해고 플랫폼만 돈버는 현실 포장만 이용하고 배달은 타 플랫폼으로 이용하겠음 앵무새같은 답변 잘 받았습니다. 단건배달로 주문하는건 음식 빨리 받으려고 주문하는거지 1시간이상 지연되서 쿠폰 받겠다는게 아닙니다.플랫폼에서도 단건배달을 한집만 배달하는 빠른 배달이라고 홍보하는거와 달리 실상은 전혀 빠르지 않고 느린 사유를 기사나 가게에 책임전가나 하고 있는걸 보니 고객 우롱하는거 아닌가요?,1
